x, y
0, 100
1.0416666666666665, 93.40277777777777
1.7361111111111112, 86.45833333333333
2.7777777777777777, 80.20833333333333
3.819444444444444, 73.26388888888889
5.208333333333333, 67.01388888888889
6.597222222222222, 60.06944444444444
8.680555555555555, 54.513888888888886
11.805555555555555, 47.22222222222222
15.277777777777777, 41.666666666666664
18.75, 36.45833333333333
22.569444444444443, 31.944444444444443
26.38888888888889, 27.77777777777778
30.555555555555554, 23.958333333333332
35.763888888888886, 20.13888888888889
40.97222222222222, 16.319444444444443
45.83333333333333, 13.194444444444445
52.08333333333333, 10.069444444444445
58.33333333333333, 7.986111111111111
63.888888888888886, 6.25
69.79166666666666, 5.208333333333333
76.04166666666666, 3.4722222222222223
82.29166666666666, 2.4305555555555554
87.84722222222221, 1.7361111111111112
93.05555555555556, 0.6944444444444444
98.95833333333333, 0.6944444444444444
