x, y
0, 79.79094076655053
12.152777777777779, 83.62369337979095
29.51388888888889, 86.75958188153311
48.611111111111114, 88.15331010452962
71.18055555555556, 88.15331010452962
93.75, 86.41114982578398
116.31944444444444, 84.32055749128921
140.625, 81.53310104529618
163.19444444444446, 78.74564459930315
185.76388888888889, 75.9581881533101
208.33333333333334, 73.5191637630662
230.90277777777777, 70.38327526132404
256.94444444444446, 67.59581881533101
277.77777777777777, 64.80836236933798
300.34722222222223, 61.672473867595826
321.18055555555554, 58.88501742160279
345.48611111111114, 55.74912891986063
366.31944444444446, 52.61324041811847
385.4166666666667, 50.174216027874564
404.5138888888889, 47.386759581881535
421.875, 44.250871080139376
440.97222222222223, 41.463414634146346
458.33333333333337, 38.32752613240418
475.69444444444446, 35.54006968641115
494.7916666666667, 32.75261324041812
