x, y
1.0413713704334548, 96.53979238754324
1.4998793918929594, 92.73356401384082
2.0744425335293295, 87.88927335640138
2.987804057270926, 82.35294117647058
4.132350808841995, 77.8546712802768
5.951793946163966, 73.35640138408304
8.23176488687034, 68.5121107266436
11.85614936541399, 63.66782006920415
17.78279410038923, 58.8235294117647
26.672046401449496, 53.97923875432525
43.38343581815498, 48.442906574394456
70.56535801788674, 43.59861591695501
114.77813267405476, 39.10034602076124
179.27557609349745, 34.602076124567475
280.0161619193207, 30.79584775086505
455.460484952244, 26.643598615916954
711.3980592410751, 22.837370242214533
1204.9968607548897, 18.685121107266433
2125.518007735147, 14.878892733564012
3600.2945095621885, 12.110726643598614
6350.631327313489, 9.688581314878892
11665.447633361076, 7.266435986159169
24199.300743303313, 5.536332179930795
48205.72196322362, 3.806228373702422
100000, 2.422145328719723
