x, y
0, 98.60627177700349
0.6968641114982579, 95.1219512195122
1.2195121951219514, 90.94076655052265
1.9163763066202093, 86.06271777003485
2.264808362369338, 81.18466898954705
2.961672473867596, 76.30662020905923
3.4843205574912894, 72.12543554006969
4.006968641114983, 66.55052264808363
4.70383275261324, 60.278745644599304
5.574912891986063, 54.703832752613245
6.445993031358886, 49.47735191637631
7.317073170731708, 45.29616724738676
8.536585365853659, 39.372822299651574
9.581881533101045, 34.494773519163765
11.149825783972126, 28.9198606271777
12.543554006968641, 24.738675958188153
14.111498257839722, 21.254355400696866
15.853658536585368, 18.118466898954704
17.770034843205575, 14.982578397212544
19.86062717770035, 11.846689895470384
21.951219512195124, 9.059233449477352
24.21602787456446, 6.968641114982579
26.655052264808365, 5.226480836236934
29.790940766550523, 3.8327526132404186
