x, y
0, 98.26989619377161
0.1388888888888889, 93.42560553633217
0.20833333333333334, 88.23529411764706
0.2777777777777778, 82.69896193771626
0.3472222222222222, 76.81660899653978
0.4166666666666667, 70.58823529411764
0.4513888888888889, 64.35986159169549
0.5555555555555556, 57.785467128027676
0.6597222222222222, 51.55709342560553
0.8333333333333334, 44.63667820069204
1.1111111111111112, 38.75432525951557
1.4930555555555556, 32.52595155709342
1.9791666666666667, 26.989619377162626
2.4652777777777777, 22.837370242214533
3.0208333333333335, 18.685121107266433
3.715277777777778, 15.570934256055363
4.479166666666667, 13.840830449826989
5.173611111111112, 12.110726643598614
5.902777777777778, 10.380622837370241
6.631944444444445, 8.996539792387543
7.326388888888889, 8.304498269896193
8.020833333333334, 7.958477508650518
8.680555555555555, 7.612456747404844
9.375, 7.266435986159169
10, 6.920415224913494
