x, y
-5, 52.06896551724138
-4.480968858131488, 55.862068965517246
-4.134948096885813, 60.344827586206904
-3.5294117647058822, 64.82758620689656
-3.0103806228373706, 69.65517241379311
-2.491349480968858, 74.82758620689656
-1.7993079584775087, 80.3448275862069
-1.3667820069204155, 84.48275862068967
-0.6747404844290656, 89.3103448275862
0.01730103806228378, 92.41379310344828
0.7958477508650512, 91.0344827586207
1.3148788927335637, 86.55172413793105
1.7474048442906565, 81.72413793103449
2.266435986159169, 76.20689655172414
2.7854671280276815, 70.6896551724138
3.1314878892733553, 64.82758620689656
3.737024221453286, 58.27586206896552
4.342560553633216, 52.41379310344828
5.034602076124568, 46.20689655172414
5.813148788927334, 40.3448275862069
6.591695501730102, 34.827586206896555
7.6297577854671275, 29.31034482758621
9.013840830449826, 23.448275862068968
10.397923875432525, 18.965517241379313
12.1280276816609, 14.482758620689657
14.290657439446367, 10.689655172413794
